word,frequency,percentage
डा,69410,0.051391809937286516

दिएका,69398,0.05138292502561317

जाने,69147,0.051197082289778865

२०७०,68890,0.05100679709810788

छलफल,68596,0.05078911676211073

बजार,68222,0.05051220368162456

गर्नु,68079,0.05040632515085044

साथै,68039,0.05037670877860593

पार्टी,67997,0.05034561158774919

कार्यक्रममा,67469,0.049954675474121656

छौं,66941,0.049563739360494116

२०६८,66816,0.04947118819723002

उपलब्ध,66453,0.04920241961911109

प्राप्त,66184,0.04900324951576676

छैनन्,66018,0.04888034157095204

सकिन्छ,65649,0.04860713053699644

पूरा,65591,0.04856418679724189

हुँदा,65587,0.04856122516001744

पाँच,65197,0.04827246553063347

उच्च,65190,0.04826728266549068

मैले,65155,0.048241368339776734

भनाइ,65111,0.04820879033030777

२०७१,64926,0.04807181460867691

ले,64902,0.04805404478533021

यसले,64640,0.04786005754712866

शिक्षा,64260,0.047578702010805815

नभएको,64009,0.04739285927497151

त्यस्तै,63900,0.047312154660605225

समिति,63583,0.04707744491056748

स्वास्थ्य,63564,0.04706337713375133

बजारमा,63516,0.047027837487057925

सबैभन्दा,63472,0.04699525947758896

देखिएको,63319,0.04688197685375371

भन्दा,63311,0.046876053579304806

समयमा,63048,0.04668132593179715

त्यसको,62977,0.046628756871063146

Tweet,62971,0.04662431441522647

अगाडि,62632,0.046373315660454245

लिएर,62184,0.04604161229131573

२०६९,62032,0.04592907007678659

पक्राउ,61957,0.04587353937882813

दाबी,61586,0.0455988475262603

अन्तर्राष्ट्रिय,61251,0.04535081040871253

घोषणा,61251,0.04535081040871253

मेरो,61178,0.04529676052936629

कांग्रेस,60936,0.045117581477287005

१४,60908,0.04509685001671585

सामाजिक,60807,0.04502206867679846

लामो,60206,0.044577082683824695

मुख्य,59926,0.044369768078113124

वितरण,59848,0.04431201615223633

सम्पन्न,59810,0.044283880598604046

nepali,59669,0.04417948288644214

सक्छ,59621,0.04414394323974873

कृषि,59605,0.04413209669085093

भारत,59016,0.043695995609550516

मृत्यु,58938,0.043638243683673715

१६,58697,0.043459805040900544

निकै,58368,0.04321621037918945

प्रक्रिया,58012,0.0429526246662133

सुरक्षा,57416,0.0425113407197701

देखिन्छ,56670,0.041958995377409984

सहभागी,56608,0.041913090000430996

एमाले,56390,0.04175168077169841

आग्रह,56171,0.041589531133659714

पटक,56147,0.04157176131031301

वर्षको,56044,0.0414954991517834

१३,55610,0.04117416151293046

अझै,55547,0.04112751572664536

रुपमा,55295,0.04094093258150494

यही,55275,0.040926124395382686

कसरी,54899,0.04064773049628429

निजी,54873,0.040628479854325356

पछि,54797,0.04057220874706079

जिल्लामा,54775,0.04055591974232631

मलाई,54713,0.04051001436534732

सचिव,54470,0.040330094903961916

तयारी,54467,0.040327873676043575

नेपालले,54383,0.04026567929433011

उनका,54305,0.040207927368453314

गरिने,54260,0.04017460894967824

लिन,54178,0.04011389538657699

हुँदैन,54047,0.04001690176747622

कम्पनीले,53844,0.03986659867833533

उनलाई,53823,0.039851050082906965

आज,53812,0.03984290558053972

यस्ता,53626,0.039705189449602746

त्यही,53623,0.03970296822168441

समितिले,53568,0.03966224570984821

परेका,53501,0.03961263828633865

दुवै,53360,0.039508240574176755

शान्ति,53272,0.03944308455523883

विशेष,53242,0.03942087227605545

बताउँछन्,53222,0.0394060640899332

उनीहरूले,52501,0.038872228980225895

भनेको,52297,0.03872118548177889

and,52293,0.03871822384455444

असार,52259,0.03869304992814661

बजेट,52040,0.03853090029010792

प्रस्ताव,52036,0.03852793865288346

रू,51895,0.03842354094072156

हुनेछ,51481,0.03811701148799088

माओवादी,51308,0.037988920678033375

१८,51306,0.03798743985942115

सरकारको,51265,0.037957083077870525

अधिकारी,51119,0.03784898331917806

आफ्ना,51051,0.0377986354863624

विषय,50924,0.037704603504486074

वैशाख,50674,0.03751950117795789

सकेको,50385,0.0373055228884913

बाँकी,50156,0.03713596915739148

नाममा,50103,0.037096727464167506

व्यवस्थापन,50079,0.037078957640820795

माघ,49930,0.03696863665421

गरेपछि,49845,0.036905701863190414

बनेको,49801,0.03687312385372145

गर्छ,49781,0.036858315667599194

नहुने,49724,0.03681611233715077

नेपालका,49553,0.03668950234580549

नाम,49479,0.03663471205715314

साथ,49451,0.03661398059658198

अध्ययन,49218,0.03644146522825771

पाउने,49205,0.036431839907278246

गर्नुपर्छ,49066,0.03632892301372857

सफल,48800,0.03613197413830258

गठन,48738,0.036086068761323586

राहत,48494,0.035905408890632075

पानी,48443,0.035867648016020326

१७,48387,0.03582618509487801

पछिल्लो,48246,0.035721787382716114

अन्तिम,47933,0.035490039269902816

गर्छन्,47931,0.03548855845129059

थालेको,47695,0.03531382185504798

अधिकार,47488,0.03516055712868264

नीति,47413,0.03510502643072418

स्थानमा,47330,0.035043572458316824

गरिरहेको,47211,0.034955463750889405

प्रदान,47108,0.03487920159235979

Nepal,47001,0.03479997779660573

वृद्धि,46884,0.034713349907790535

यस्तै,46309,0.0342876145567757

पुस,46293,0.0342757680078779

कार्य,46252,0.03424541122632727

स्थापना,46236,0.03423356467742947

वित्तीय,46111,0.034141013514165375

राष्ट्र,45983,0.03404624112298294

अनुसन्धान,45952,0.03402328843449345

हाल,45920,0.03399959533669784

छु,45877,0.03396775773653499

यहाँ,45839,0.0339396221829027

आफ्नै,45537,0.03371601857245665

आगामी,45510,0.03369602752119161

विदेशी,45347,0.03357534080429523

गरिरहेका,45276,0.03352277174356122

the,45261,0.03351166560396953

४०,45073,0.03337246865442033

यसअघि,44946,0.03327843667254401

किन,44842,0.033201434104708286

विद्यार्थी,44753,0.033135537676464245

२१,44612,0.03303113996430235

पैसा,44570,0.03300004277344561

१९,44392,0.03286824991695754

लिएको,44301,0.03280087267010128

न,44280,0.03278532407467291

२२,44233,0.03275052483728561

कारबाही,44161,0.0326972153672455

थाहा,44075,0.0326335401669198

अनि,43925,0.03252247877100289

निर्देशन,43896,0.03250100690112562

मधेसी,43852,0.03246842889165665

सकिने,43707,0.032361069542270304

ठाउँमा,43705,0.03235958872365808

दैनिक,43696,0.032352925039903065

त्यसपछि,43690,0.03234848258406639

हरेक,43631,0.032304798435005735

घरमा,43592,0.032275922472067335

फेरि,43316,0.03207156950358021

थिएन,43259,0.03202936617313179

संख्या,43174,0.031966431382112206

कारोबार,43136,0.03193829582847992

सम्भावना,43069,0.03188868840497037

२०७२,42881,0.031749491455421164

बिक्री,42811,0.031697662803993276

सम्झौता,42455,0.03143407709101713

मुद्दा,42392,0.031387431304732025

प्रभावित,42389,0.03138521007681369

दर्ता,42238,0.03127340827159066

क्षेत्रको,41989,0.031089046354368585

जनताको,41979,0.031081642261307458

बैठकमा,41960,0.031067574484491316

वाणिज्य,41895,0.031019447879593987

सोमबार,41848,0.030984648642206687

पर्यटन,41831,0.03097206168400277

भन्छन्,41823,0.030966138409553867

व्यापार,41794,0.030944666539676598

श्रेष्ठले,41754,0.03091505016743209

विद्यालय,41651,0.030838788008902475

नेकपा,41646,0.03083508596237191

अधिकृत,41556,0.030768449124821764

२४,41455,0.030693667784904375

कायम,41413,0.030662570594047638

उपचार,41324,0.0305966741658036

परिवर्तन,41321,0.030594452937885264

संयुक्त,41175,0.0304863531791928

आरोप,41170,0.03048265113266224

एवं,41066,0.030405648564826512

दलका,40995,0.030353079504092505

बनाएको,40957,0.03032494395046022

युवा,40931,0.03030569330850129

कम्पनी,40927,0.03030273167127684

नसकेको,40926,0.030301991261970723

प्रयास,40791,0.030202036005645503

भइसकेको,40751,0.030172419633400994

विद्युत्,40750,0.030171679224094878

जस्तो,40736,0.0301613134938093

नेतृत्व,40730,0.030156871037972623

जान,40641,0.03009097460972859

उनीहरू,40630,0.030082830107361347

सामान्य,40605,0.03006431987470853

अधिकांश,40595,0.030056915781647403

आइतबार,40589,0.030052473325810725

जुन,40542,0.030017674088423426

कति,40540,0.0300161932698112

कर्मचारी,40512,0.029995461809240044

संविधानसभा,40457,0.029954739297403842

यसमा,40203,0.0297666753336512

तेस्रो,40201,0.029765194515038975

तत्काल,40124,0.029708182998468294

गराउन,40051,0.029654133119122062

नागरिक,40043,0.02964820984467316

त्यहाँ,40025,0.02963488247716313

दल,39998,0.029614891425898085

मन्त्री,39916,0.02955417786279684

पत्रकार,39707,0.029399432317819274

श्रेष्ठ,39565,0.02929429419635126

खेल,39550,0.02928318805675957

आन्दोलन,39528,0.029266899052025088

बाटो,39516,0.029258014140351736

क्षेत्रका,39314,0.02910845146051696

संस्था,39204,0.029027006436844555

राष्ट्रपति,38953,0.028841163701010253

मंसिर,38953,0.028841163701010253

उनीहरूको,38933,0.028826355514887998

वातावरण,38910,0.028809326100847406

बाहिर,38896,0.028798960370561826

बुधबार,38888,0.028793037096112924

सुधार,38794,0.028723438621338325

अमेरिकी,38757,0.028696043477012153

यसलाई,38735,0.028679754472277674

होला,38607,0.02858498208109524

बैठक,38600,0.02857979921595245

सहज,38480,0.02849095009921892

ठूला,38451,0.02846947822934165

बैंक,38331,0.028380629112608118

देश,38311,0.028365820926485864

लिने,38289,0.02834953192175138

समितिको,38135,0.02823550888861002

प्रवेश,37911,0.02806965720404076

बिहान,37888,0.028052627790000166

गराउने,37887,0.028051887380694054

सम्बन्धित,37858,0.028030415510816784

ध्यान,37856,0.02802893469220456

सुविधा,37830,0.028009684050245627

आउन,37818,0.028000799138572275

कार्यान्वयन,37760,0.027957855398817733

२६,37706,0.027917873296287643

विश्वास,37637,0.027866785054165864

गम्भीर,37588,0.02783050499816634

भारतको,37555,0.027806071491064618

फरक,37443,0.02772314564877999

मंगलबार,37310,0.027624671211066994

२३,37200,0.02754322618739459

भूमिका,37193,0.0275380433222518

मन,37158,0.027512128996537853

निर्देशक,37044,0.027427722335641

शुक्रबार,36978,0.027378855321437558

समितिका,36961,0.02736626836323364

राख्ने,36940,0.027350719767805273

कार्यालयले,36807,0.027252245330092274

शनिबार,36782,0.027233735097439458

हुनुपर्छ,36750,0.027210041999643848

खेलमा,36684,0.027161174985440406

सूचना,36570,0.027076768324543553

यसका,36512,0.02703382458478901

क्षति,36499,0.027024199263809546

६०,36414,0.026961264472789962

वर्षमा,36323,0.0268938872259337

यसरी,36315,0.026887963951484798

बन्न,36302,0.026878338630505334

भनिन्,36245,0.026836135300056907

हुन्छन्,36112,0.026737660862343908

बनाएर,36048,0.02669027466675269

महिना,36047,0.02668953425744658

वन,35968,0.026631041922263673

राज्य,35959,0.026624378238508658

२७,35957,0.026622897419896433

ऋण,35882,0.026567366721937973

मन्त्रालयले,35810,0.026514057251897857

विश्व,35712,0.026441497139898806

from,35641,0.0263889280791648

प्रतिशतले,35583,0.02634598433941026

२८,35521,0.026300078962431268

लाग्ने,35444,0.026243067445860586

समाधान,35277,0.026119419091739756

व्यवसायी,35184,0.02605056102627127

देशको,35107,0.02599354950970059

गाविस,35084,0.025976520095659993

समाचार,35042,0.02594542290480326

बिहीबार,35016,0.025926172262844327

आन्तरिक,34912,0.0258491696950086

बस्ने,34779,0.025750695257295602

व्यक्त,34776,0.025748474029377265

पुगेका,34769,0.025743291164234475

सुझाव,34751,0.025729963796724445

कार्यकारी,34734,0.025717376838520527

सवारी,34685,0.025681096782521003

अरू,34669,0.0256692502336232

संकलन,34668,0.025668509824317086

सात,34642,0.025649259182358154

पाएको,34554,0.025584103163420233

सोही,34512,0.025553005972563495

कास,34465,0.025518206735176196

घाइते,34402,0.02547156094889109

कतिपय,34248,0.02535753791574973

एमाओवादी,34228,0.025342729729627474

प्रस्तुत,34154,0.02528793944097513

त्यसमा,34143,0.025279794938607887

अहिलेसम्म,34093,0.02524277447330225

त्यसलाई,34031,0.02519686909632326

अस्पताल,34024,0.025191686231180472

कम्पनीको,34009,0.02518058009158878

कुल,33987,0.0251642910868543

राखेर,33893,0.025094692612079698

अभाव,33892,0.025093952202773585

त्यस्तो,33869,0.025076922788732994

भवन,33865,0.02507396115150854

जग्गा,33798,0.025024353727998987

फिल्म,33796,0.025022872909386762

पर्छ,33754,0.024991775718530024

हुनु,33739,0.024980669578938335

अनुगमन,33715,0.024962899755591628

रहने,33701,0.02495253402530605

२९,33474,0.024784461112818453

हुनुपर्ने,33422,0.024745959828900592

उसले,33305,0.024659331940085398

कमजोर,33294,0.02465118743771816

आफू,33286,0.024645264163269256

सम्बोधन,33272,0.024634898432983676

नसक्ने,33268,0.024631936795759226

दक्षिण,33252,0.02462009024686142

अर्थ,33155,0.024548270544168485

केन्द्र,32846,0.02431948406857964

देशमा,32816,0.02429727178939626

सहकारी,32744,0.02424396231935614

जिम्मेवारी,32645,0.02417066179805098

उपाध्यक्ष,32588,0.02412845846760255

अवसर,32576,0.024119573555929197

पूर्ण,32566,0.02411216946286807

सञ्चालनमा,32486,0.024052936718379048

लोकतान्त्रिक,32458,0.02403220525780789

बैठकले,32458,0.02403220525780789

गाउँ,32457,0.024031464848501778

आफूलाई,32385,0.023978155378461662

टोली,32366,0.023964087601645517

लागू,32269,0.02389226789895258

of,32268,0.02389152748964647

लक्ष्य,32262,0.02388708503380979

अघिल्लो,32157,0.023809342056667952

अधिकारीले,32142,0.02379823591707626

स्पष्ट,32073,0.02374714767495448

भई,32013,0.023702723116587714

गुनासो,31999,0.023692357386302137

गोल,31970,0.023670885516424867

आफूले,31933,0.023643490372098695

बारेमा,31884,0.023607210316099168

कर,31871,0.023597584995119703

जोड,31867,0.023594623357895254

आयात,31864,0.023592402129976913

लाग्छ,31854,0.023584998036915786

हात,31846,0.023579074762466883

फिर्ता,31701,0.023471715413080536

बताएको,31675,0.023452464771121603

